seed,r,epsilon,low_steps,high_steps,observed_cost,candidate_sources
12,0.05,0.001,542,7,34.1,previous_experiment_grid;initial_certificate_budget
12,0.05,0.0001,542,14,41.1,previous_experiment_grid;initial_certificate_budget
12,0.05,1e-05,542,21,48.1,previous_experiment_grid;initial_certificate_budget
12,0.05,0.001,964,7,55.2,previous_experiment_grid;initial_certificate_budget
12,0.05,0.0001,964,14,62.2,previous_experiment_grid;initial_certificate_budget
12,0.05,1e-05,964,21,69.2,previous_experiment_grid;initial_certificate_budget
12,0.05,0.001,1024,7,58.2,power_of_two;previous_experiment_grid
12,0.05,0.0001,1024,14,65.2,power_of_two;previous_experiment_grid
12,0.05,1e-05,1024,21,72.2,power_of_two;previous_experiment_grid
12,0.05,0.001,1714,7,92.7,previous_experiment_grid;initial_certificate_budget
12,0.05,0.0001,1714,14,99.7,previous_experiment_grid;initial_certificate_budget
12,0.05,1e-05,1714,21,106.7,previous_experiment_grid;initial_certificate_budget
12,0.15,0.001,0,18,18.0,direct;legacy_budget;previous_experiment_grid
12,0.15,0.0001,0,36,36.0,direct;legacy_budget;previous_experiment_grid
12,0.15,1e-05,0,42,42.0,direct;legacy_budget;previous_experiment_grid
12,0.15,0.001,1,18,18.15,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,1,35,35.15,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,1,42,42.15,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,2,17,17.3,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,2,23,23.3,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,2,42,42.3,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,4,17,17.6,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,4,22,22.6,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,4,42,42.6,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,8,15,16.2,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,8,20,21.2,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,8,41,42.2,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,15,9,11.25,legacy_budget;previous_experiment_grid
12,0.15,0.0001,15,18,20.25,legacy_budget;previous_experiment_grid
12,0.15,1e-05,15,22,24.25,legacy_budget;previous_experiment_grid
12,0.15,0.001,16,8,10.4,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,16,17,19.4,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,16,21,23.4,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,17,7,9.55,legacy_budget;previous_experiment_grid
12,0.15,0.0001,17,16,18.55,legacy_budget;previous_experiment_grid
12,0.15,1e-05,17,21,23.55,legacy_budget;previous_experiment_grid
12,0.15,0.001,20,6,9.0,cost_comparison_switch_budget
12,0.15,0.0001,20,11,14.0,cost_comparison_switch_budget
12,0.15,1e-05,20,19,22.0,cost_comparison_switch_budget
12,0.15,0.001,29,5,9.35,local_refinement
12,0.15,0.0001,29,8,12.35,local_refinement
12,0.15,1e-05,29,16,20.35,local_refinement
12,0.15,0.001,30,5,9.5,previous_experiment_grid
12,0.15,0.0001,30,8,12.5,previous_experiment_grid
12,0.15,1e-05,30,16,20.5,previous_experiment_grid
12,0.15,0.001,31,5,9.649999999999999,legacy_budget;previous_experiment_grid;local_refinement
12,0.15,0.0001,31,8,12.649999999999999,legacy_budget;previous_experiment_grid;local_refinement
12,0.15,1e-05,31,16,20.65,legacy_budget;previous_experiment_grid;local_refinement
12,0.15,0.001,32,5,9.8,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,32,9,13.8,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,32,16,20.8,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,33,5,9.95,legacy_budget;previous_experiment_grid
12,0.15,0.0001,33,9,13.95,legacy_budget;previous_experiment_grid
12,0.15,1e-05,33,16,20.95,legacy_budget;previous_experiment_grid
12,0.15,0.001,38,5,10.7,local_refinement
12,0.15,0.0001,38,8,13.7,local_refinement
12,0.15,1e-05,38,15,20.7,local_refinement
12,0.15,0.001,39,5,10.85,cost_comparison_switch_budget
12,0.15,0.0001,39,8,13.85,cost_comparison_switch_budget
12,0.15,1e-05,39,15,20.85,cost_comparison_switch_budget
12,0.15,0.001,40,5,11.0,local_refinement
12,0.15,0.0001,40,8,14.0,local_refinement
12,0.15,1e-05,40,15,21.0,local_refinement
12,0.15,0.001,61,5,14.15,cost_comparison_switch_budget
12,0.15,0.0001,61,8,17.15,cost_comparison_switch_budget
12,0.15,1e-05,61,15,24.15,cost_comparison_switch_budget
12,0.15,0.001,64,5,14.6,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,64,8,17.6,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,64,15,24.6,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,82,5,17.299999999999997,legacy_budget;previous_experiment_grid
12,0.15,0.0001,82,8,20.299999999999997,legacy_budget;previous_experiment_grid
12,0.15,1e-05,82,15,27.299999999999997,legacy_budget;previous_experiment_grid
12,0.15,0.001,83,5,17.45,legacy_budget;previous_experiment_grid
12,0.15,0.0001,83,8,20.45,legacy_budget;previous_experiment_grid
12,0.15,1e-05,83,15,27.45,legacy_budget;previous_experiment_grid
12,0.15,0.001,128,5,24.2,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,128,8,27.2,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,128,15,34.2,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,146,5,26.9,legacy_budget;previous_experiment_grid
12,0.15,0.0001,146,8,29.9,legacy_budget;previous_experiment_grid
12,0.15,1e-05,146,15,36.9,legacy_budget;previous_experiment_grid
12,0.15,0.001,147,5,27.05,legacy_budget;previous_experiment_grid
12,0.15,0.0001,147,8,30.05,legacy_budget;previous_experiment_grid
12,0.15,1e-05,147,15,37.05,legacy_budget;previous_experiment_grid
12,0.15,0.001,185,5,32.75,previous_experiment_grid;previous_online_switch_budget
12,0.15,0.0001,185,8,35.75,previous_experiment_grid;previous_online_switch_budget
12,0.15,1e-05,185,15,42.75,previous_experiment_grid;previous_online_switch_budget
12,0.15,0.001,246,5,41.9,previous_experiment_grid;previous_online_switch_budget
12,0.15,0.0001,246,8,44.9,previous_experiment_grid;previous_online_switch_budget
12,0.15,1e-05,246,15,51.9,previous_experiment_grid;previous_online_switch_budget
12,0.15,0.001,256,5,43.4,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.0001,256,8,46.4,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,1e-05,256,15,53.4,power_of_two;legacy_budget;previous_experiment_grid
12,0.15,0.001,259,5,43.85,legacy_budget;previous_experiment_grid
12,0.15,0.0001,259,8,46.85,legacy_budget;previous_experiment_grid
12,0.15,1e-05,259,15,53.85,legacy_budget;previous_experiment_grid
12,0.15,0.001,260,5,44.0,legacy_budget;previous_experiment_grid
12,0.15,0.0001,260,8,47.0,legacy_budget;previous_experiment_grid
12,0.15,1e-05,260,15,54.0,legacy_budget;previous_experiment_grid
12,0.15,0.001,286,5,47.9,previous_experiment_grid;previous_online_switch_budget
12,0.15,0.0001,286,8,50.9,previous_experiment_grid;previous_online_switch_budget
12,0.15,1e-05,286,15,57.9,previous_experiment_grid;previous_online_switch_budget
12,0.15,0.001,292,5,48.8,previous_experiment_grid;initial_certificate_budget
12,0.15,0.0001,292,8,51.8,previous_experiment_grid;initial_certificate_budget
12,0.15,1e-05,292,15,58.8,previous_experiment_grid;initial_certificate_budget
12,0.15,0.001,512,5,81.8,power_of_two;previous_experiment_grid
12,0.15,0.0001,512,8,84.8,power_of_two;previous_experiment_grid
12,0.15,1e-05,512,15,91.8,power_of_two;previous_experiment_grid
12,0.15,0.001,519,5,82.85,previous_experiment_grid;initial_certificate_budget
12,0.15,0.0001,519,8,85.85,previous_experiment_grid;initial_certificate_budget
12,0.15,1e-05,519,15,92.85,previous_experiment_grid;initial_certificate_budget
12,0.15,0.001,923,5,143.45,previous_experiment_grid;initial_certificate_budget
12,0.15,0.0001,923,8,146.45,previous_experiment_grid;initial_certificate_budget
12,0.15,1e-05,923,15,153.45,previous_experiment_grid;initial_certificate_budget
12,0.25,0.001,0,18,18.0,direct;legacy_budget;previous_experiment_grid
12,0.25,0.0001,0,36,36.0,direct;legacy_budget;previous_experiment_grid
12,0.25,1e-05,0,42,42.0,direct;legacy_budget;previous_experiment_grid
12,0.25,0.001,1,18,18.25,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,1,35,35.25,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,1,42,42.25,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,2,17,17.5,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,2,23,23.5,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,2,42,42.5,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,4,17,18.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,4,22,23.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,4,42,43.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,8,15,17.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,8,20,22.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,8,41,43.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,15,9,12.75,legacy_budget;previous_experiment_grid
12,0.25,0.0001,15,18,21.75,legacy_budget;previous_experiment_grid
12,0.25,1e-05,15,22,25.75,legacy_budget;previous_experiment_grid
12,0.25,0.001,16,8,12.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,16,17,21.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,16,21,25.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,17,7,11.25,legacy_budget;previous_experiment_grid
12,0.25,0.0001,17,16,20.25,legacy_budget;previous_experiment_grid
12,0.25,1e-05,17,21,25.25,legacy_budget;previous_experiment_grid
12,0.25,0.001,18,6,10.5,cost_comparison_switch_budget
12,0.25,0.0001,18,15,19.5,cost_comparison_switch_budget
12,0.25,1e-05,18,21,25.5,cost_comparison_switch_budget
12,0.25,0.001,29,4,11.25,local_refinement
12,0.25,0.0001,29,7,14.25,local_refinement
12,0.25,1e-05,29,12,19.25,local_refinement
12,0.25,0.001,30,4,11.5,previous_experiment_grid
12,0.25,0.0001,30,7,14.5,previous_experiment_grid
12,0.25,1e-05,30,12,19.5,previous_experiment_grid
12,0.25,0.001,31,4,11.75,legacy_budget;previous_experiment_grid;local_refinement
12,0.25,0.0001,31,7,14.75,legacy_budget;previous_experiment_grid;local_refinement
12,0.25,1e-05,31,12,19.75,legacy_budget;previous_experiment_grid;local_refinement
12,0.25,0.001,32,4,12.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,32,7,15.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,32,12,20.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,33,4,12.25,legacy_budget;previous_experiment_grid
12,0.25,0.0001,33,7,15.25,legacy_budget;previous_experiment_grid
12,0.25,1e-05,33,12,20.25,legacy_budget;previous_experiment_grid
12,0.25,0.001,34,4,12.5,cost_comparison_switch_budget
12,0.25,0.0001,34,7,15.5,cost_comparison_switch_budget
12,0.25,1e-05,34,12,20.5,cost_comparison_switch_budget
12,0.25,0.001,42,4,14.5,cost_comparison_switch_budget
12,0.25,0.0001,42,8,18.5,cost_comparison_switch_budget
12,0.25,1e-05,42,15,25.5,cost_comparison_switch_budget
12,0.25,0.001,63,4,19.75,legacy_budget;previous_experiment_grid
12,0.25,0.0001,63,8,23.75,legacy_budget;previous_experiment_grid
12,0.25,1e-05,63,16,31.75,legacy_budget;previous_experiment_grid
12,0.25,0.001,64,4,20.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,64,8,24.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,64,16,32.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,112,4,32.0,legacy_budget;previous_experiment_grid
12,0.25,0.0001,112,8,36.0,legacy_budget;previous_experiment_grid
12,0.25,1e-05,112,15,43.0,legacy_budget;previous_experiment_grid
12,0.25,0.001,113,4,32.25,legacy_budget;previous_experiment_grid
12,0.25,0.0001,113,8,36.25,legacy_budget;previous_experiment_grid
12,0.25,1e-05,113,15,43.25,legacy_budget;previous_experiment_grid
12,0.25,0.001,128,4,36.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.0001,128,8,40.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,1e-05,128,16,48.0,power_of_two;legacy_budget;previous_experiment_grid
12,0.25,0.001,185,4,50.25,previous_experiment_grid;previous_online_switch_budget
12,0.25,0.0001,185,8,54.25,previous_experiment_grid;previous_online_switch_budget
12,0.25,1e-05,185,16,62.25,previous_experiment_grid;previous_online_switch_budget
12,0.25,0.001,199,4,53.75,legacy_budget;previous_experiment_grid
12,0.25,0.0001,199,8,57.75,legacy_budget;previous_experiment_grid
12,0.25,1e-05,199,16,65.75,legacy_budget;previous_experiment_grid
12,0.25,0.001,200,4,54.0,legacy_budget;previous_experiment_grid
12,0.25,0.0001,200,8,58.0,legacy_budget;previous_experiment_grid
12,0.25,1e-05,200,16,66.0,legacy_budget;previous_experiment_grid
12,0.25,0.001,223,4,59.75,previous_experiment_grid;initial_certificate_budget
12,0.25,0.0001,223,8,63.75,previous_experiment_grid;initial_certificate_budget
12,0.25,1e-05,223,16,71.75,previous_experiment_grid;initial_certificate_budget
12,0.25,0.001,226,4,60.5,previous_experiment_grid;previous_online_switch_budget
12,0.25,0.0001,226,8,64.5,previous_experiment_grid;previous_online_switch_budget
12,0.25,1e-05,226,16,72.5,previous_experiment_grid;previous_online_switch_budget
12,0.25,0.001,256,4,68.0,power_of_two;previous_experiment_grid
12,0.25,0.0001,256,8,72.0,power_of_two;previous_experiment_grid
12,0.25,1e-05,256,16,80.0,power_of_two;previous_experiment_grid
12,0.25,0.001,266,4,70.5,previous_experiment_grid;previous_online_switch_budget
12,0.25,0.0001,266,8,74.5,previous_experiment_grid;previous_online_switch_budget
12,0.25,1e-05,266,16,82.5,previous_experiment_grid;previous_online_switch_budget
12,0.25,0.001,397,4,103.25,previous_experiment_grid;initial_certificate_budget
12,0.25,0.0001,397,8,107.25,previous_experiment_grid;initial_certificate_budget
12,0.25,1e-05,397,16,115.25,previous_experiment_grid;initial_certificate_budget
12,0.25,0.001,705,4,180.25,previous_experiment_grid;initial_certificate_budget
12,0.25,0.0001,705,8,184.25,previous_experiment_grid;initial_certificate_budget
12,0.25,1e-05,705,16,192.25,previous_experiment_grid;initial_certificate_budget
13,0.05,0.001,0,18,18.0,direct;legacy_budget;previous_experiment_grid
13,0.05,0.0001,0,36,36.0,direct;legacy_budget;previous_experiment_grid
13,0.05,1e-05,0,42,42.0,direct;legacy_budget;previous_experiment_grid
13,0.05,0.001,1,18,18.05,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,1,35,35.05,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,1,42,42.05,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,2,17,17.1,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,2,35,35.1,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,2,42,42.1,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,4,17,17.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,4,22,22.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,4,42,42.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,8,15,15.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,8,21,21.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,8,41,41.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,16,10,10.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,16,17,17.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,16,35,35.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,29,8,9.45,local_refinement
13,0.05,0.0001,29,13,14.45,local_refinement
13,0.05,1e-05,29,26,27.45,local_refinement
13,0.05,0.001,30,8,9.5,previous_experiment_grid
13,0.05,0.0001,30,14,15.5,previous_experiment_grid
13,0.05,1e-05,30,26,27.5,previous_experiment_grid
13,0.05,0.001,31,8,9.55,legacy_budget;previous_experiment_grid;local_refinement
13,0.05,0.0001,31,14,15.55,legacy_budget;previous_experiment_grid;local_refinement
13,0.05,1e-05,31,26,27.55,legacy_budget;previous_experiment_grid;local_refinement
13,0.05,0.001,32,8,9.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,32,14,15.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,32,26,27.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,33,9,10.65,legacy_budget;previous_experiment_grid
13,0.05,0.0001,33,14,15.65,legacy_budget;previous_experiment_grid
13,0.05,1e-05,33,26,27.65,legacy_budget;previous_experiment_grid
13,0.05,0.001,39,9,10.95,cost_comparison_switch_budget
13,0.05,0.0001,39,14,15.95,cost_comparison_switch_budget
13,0.05,1e-05,39,27,28.95,cost_comparison_switch_budget
13,0.05,0.001,44,9,11.2,cost_comparison_switch_budget
13,0.05,0.0001,44,14,16.2,cost_comparison_switch_budget
13,0.05,1e-05,44,26,28.2,cost_comparison_switch_budget
13,0.05,0.001,62,8,11.1,local_refinement
13,0.05,0.0001,62,13,16.1,local_refinement
13,0.05,1e-05,62,26,29.1,local_refinement
13,0.05,0.001,63,8,11.15,previous_experiment_grid;cost_comparison_switch_budget
13,0.05,0.0001,63,13,16.15,previous_experiment_grid;cost_comparison_switch_budget
13,0.05,1e-05,63,26,29.15,previous_experiment_grid;cost_comparison_switch_budget
13,0.05,0.001,64,8,11.2,power_of_two;legacy_budget;previous_experiment_grid;local_refinement
13,0.05,0.0001,64,13,16.2,power_of_two;legacy_budget;previous_experiment_grid;local_refinement
13,0.05,1e-05,64,26,29.2,power_of_two;legacy_budget;previous_experiment_grid;local_refinement
13,0.05,0.001,65,8,11.25,previous_experiment_grid
13,0.05,0.0001,65,13,16.25,previous_experiment_grid
13,0.05,1e-05,65,26,29.25,previous_experiment_grid
13,0.05,0.001,128,8,14.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,128,13,19.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,128,26,32.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,140,8,15.0,legacy_budget;previous_experiment_grid
13,0.05,0.0001,140,13,20.0,legacy_budget;previous_experiment_grid
13,0.05,1e-05,140,26,33.0,legacy_budget;previous_experiment_grid
13,0.05,0.001,141,8,15.05,legacy_budget;previous_experiment_grid
13,0.05,0.0001,141,13,20.05,legacy_budget;previous_experiment_grid
13,0.05,1e-05,141,26,33.05,legacy_budget;previous_experiment_grid
13,0.05,0.001,206,8,18.3,previous_experiment_grid;previous_online_switch_budget
13,0.05,0.0001,206,13,23.3,previous_experiment_grid;previous_online_switch_budget
13,0.05,1e-05,206,26,36.3,previous_experiment_grid;previous_online_switch_budget
13,0.05,0.001,249,8,20.450000000000003,legacy_budget;previous_experiment_grid
13,0.05,0.0001,249,13,25.450000000000003,legacy_budget;previous_experiment_grid
13,0.05,1e-05,249,26,38.45,legacy_budget;previous_experiment_grid
13,0.05,0.001,250,8,20.5,legacy_budget;previous_experiment_grid
13,0.05,0.0001,250,13,25.5,legacy_budget;previous_experiment_grid
13,0.05,1e-05,250,26,38.5,legacy_budget;previous_experiment_grid
13,0.05,0.001,256,8,20.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,256,13,25.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,256,26,38.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,287,8,22.35,previous_experiment_grid;previous_online_switch_budget
13,0.05,0.0001,287,13,27.35,previous_experiment_grid;previous_online_switch_budget
13,0.05,1e-05,287,26,40.35,previous_experiment_grid;previous_online_switch_budget
13,0.05,0.001,368,8,26.400000000000002,previous_experiment_grid;previous_online_switch_budget
13,0.05,0.0001,368,13,31.400000000000002,previous_experiment_grid;previous_online_switch_budget
13,0.05,1e-05,368,26,44.400000000000006,previous_experiment_grid;previous_online_switch_budget
13,0.05,0.001,444,8,30.200000000000003,legacy_budget;previous_experiment_grid
13,0.05,0.0001,444,13,35.2,legacy_budget;previous_experiment_grid
13,0.05,1e-05,444,26,48.2,legacy_budget;previous_experiment_grid
13,0.05,0.001,445,8,30.25,legacy_budget;previous_experiment_grid
13,0.05,0.0001,445,13,35.25,legacy_budget;previous_experiment_grid
13,0.05,1e-05,445,26,48.25,legacy_budget;previous_experiment_grid
13,0.05,0.001,470,8,31.5,previous_experiment_grid;initial_certificate_budget
13,0.05,0.0001,470,13,36.5,previous_experiment_grid;initial_certificate_budget
13,0.05,1e-05,470,26,49.5,previous_experiment_grid;initial_certificate_budget
13,0.05,0.001,512,8,33.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.0001,512,13,38.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,1e-05,512,26,51.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.05,0.001,836,8,49.800000000000004,previous_experiment_grid;initial_certificate_budget
13,0.05,0.0001,836,13,54.800000000000004,previous_experiment_grid;initial_certificate_budget
13,0.05,1e-05,836,26,67.80000000000001,previous_experiment_grid;initial_certificate_budget
13,0.05,0.001,1024,8,59.2,power_of_two;previous_experiment_grid
13,0.05,0.0001,1024,13,64.2,power_of_two;previous_experiment_grid
13,0.05,1e-05,1024,26,77.2,power_of_two;previous_experiment_grid
13,0.05,0.001,1486,8,82.3,previous_experiment_grid;initial_certificate_budget
13,0.05,0.0001,1486,13,87.3,previous_experiment_grid;initial_certificate_budget
13,0.05,1e-05,1486,26,100.3,previous_experiment_grid;initial_certificate_budget
13,0.15,0.001,0,18,18.0,direct;legacy_budget;previous_experiment_grid
13,0.15,0.0001,0,36,36.0,direct;legacy_budget;previous_experiment_grid
13,0.15,1e-05,0,42,42.0,direct;legacy_budget;previous_experiment_grid
13,0.15,0.001,1,18,18.15,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,1,35,35.15,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,1,42,42.15,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,2,17,17.3,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,2,23,23.3,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,2,42,42.3,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,4,17,17.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,4,22,22.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,4,42,42.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,8,15,16.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,8,20,21.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,8,41,42.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,15,8,10.25,legacy_budget;previous_experiment_grid
13,0.15,0.0001,15,17,19.25,legacy_budget;previous_experiment_grid
13,0.15,1e-05,15,22,24.25,legacy_budget;previous_experiment_grid
13,0.15,0.001,16,8,10.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,16,15,17.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,16,22,24.4,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,17,7,9.55,legacy_budget;previous_experiment_grid
13,0.15,0.0001,17,14,16.55,legacy_budget;previous_experiment_grid
13,0.15,1e-05,17,21,23.55,legacy_budget;previous_experiment_grid
13,0.15,0.001,18,7,9.7,previous_experiment_grid
13,0.15,0.0001,18,12,14.7,previous_experiment_grid
13,0.15,1e-05,18,21,23.7,previous_experiment_grid
13,0.15,0.001,19,6,8.85,local_refinement
13,0.15,0.0001,19,11,13.85,local_refinement
13,0.15,1e-05,19,21,23.85,local_refinement
13,0.15,0.001,20,6,9.0,cost_comparison_switch_budget
13,0.15,0.0001,20,11,14.0,cost_comparison_switch_budget
13,0.15,1e-05,20,20,23.0,cost_comparison_switch_budget
13,0.15,0.001,21,6,9.15,local_refinement
13,0.15,0.0001,21,10,13.15,local_refinement
13,0.15,1e-05,21,13,16.15,local_refinement
13,0.15,0.001,31,6,10.649999999999999,legacy_budget;previous_experiment_grid
13,0.15,0.0001,31,13,17.65,legacy_budget;previous_experiment_grid
13,0.15,1e-05,31,21,25.65,legacy_budget;previous_experiment_grid
13,0.15,0.001,32,6,10.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,32,13,17.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,32,21,25.8,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,33,6,10.95,legacy_budget;previous_experiment_grid
13,0.15,0.0001,33,13,17.95,legacy_budget;previous_experiment_grid
13,0.15,1e-05,33,21,25.95,legacy_budget;previous_experiment_grid
13,0.15,0.001,40,6,12.0,cost_comparison_switch_budget
13,0.15,0.0001,40,12,18.0,cost_comparison_switch_budget
13,0.15,1e-05,40,20,26.0,cost_comparison_switch_budget
13,0.15,0.001,62,6,15.299999999999999,cost_comparison_switch_budget
13,0.15,0.0001,62,10,19.299999999999997,cost_comparison_switch_budget
13,0.15,1e-05,62,19,28.299999999999997,cost_comparison_switch_budget
13,0.15,0.001,64,6,15.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,64,11,20.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,64,19,28.6,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,83,6,18.45,legacy_budget;previous_experiment_grid
13,0.15,0.0001,83,11,23.45,legacy_budget;previous_experiment_grid
13,0.15,1e-05,83,19,31.45,legacy_budget;previous_experiment_grid
13,0.15,0.001,84,6,18.6,legacy_budget;previous_experiment_grid
13,0.15,0.0001,84,11,23.6,legacy_budget;previous_experiment_grid
13,0.15,1e-05,84,19,31.6,legacy_budget;previous_experiment_grid
13,0.15,0.001,128,6,25.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.0001,128,11,30.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,1e-05,128,19,38.2,power_of_two;legacy_budget;previous_experiment_grid
13,0.15,0.001,148,6,28.2,legacy_budget;previous_experiment_grid
13,0.15,0.0001,148,11,33.2,legacy_budget;previous_experiment_grid
13,0.15,1e-05,148,19,41.2,legacy_budget;previous_experiment_grid
13,0.15,0.001,149,6,28.349999999999998,legacy_budget;previous_experiment_grid
13,0.15,0.0001,149,11,33.349999999999994,legacy_budget;previous_experiment_grid
13,0.15,1e-05,149,19,41.349999999999994,legacy_budget;previous_experiment_grid
13,0.15,0.001,188,6,34.2,previous_experiment_grid;previous_online_switch_budget
13,0.15,0.0001,188,11,39.2,previous_experiment_grid;previous_online_switch_budget
13,0.15,1e-05,188,19,47.2,previous_experiment_grid;previous_online_switch_budget
