seed,r_requested,r_actual,n_low,epsilon,K1,K2_gap,cost,direct_cost,cost_over_direct,target_reached,hf_iterations_run,warm_gap,warm_distance,transfer_distance_bound,L1,L2,mu,R1,R2,Delta,K1_continuous,K1_selected,comparison_complete
11,0.050000000000000003,0.050000000000000003,5500,0.0001,32,6,7.5999999999999996,20,0.38,1,14,0.0013190464280472547,0.13109128228574643,0.83060224975266972,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,33,6,7.6500000000000004,20,0.38250000000000001,1,14,0.0013225921061232881,0.13129508096607431,0.80890343549118815,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,63,5,8.1500000000000004,20,0.40750000000000003,1,10,0.0012777334313773814,0.11536188313392157,0.4782548372209921,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,64,5,8.1999999999999993,20,0.40999999999999998,1,10,0.0012774170517209082,0.11514741339151945,0.4725718144382231,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,65,5,8.25,20,0.41249999999999998,1,10,0.0012770880090838821,0.11497536155382709,0.46706365389492394,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,128,5,11.4,20,0.57000000000000006,1,10,0.0012746063697707255,0.11456292760061552,0.29355659678099977,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,144,5,12.199999999999999,20,0.60999999999999999,1,10,0.0012742131732260686,0.11452774312518446,0.27366601704130827,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,145,5,12.25,20,0.61250000000000004,1,10,0.0012742332605935047,0.11452885328649073,0.27256860574532532,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,256,5,17.800000000000001,20,0.89000000000000001,1,10,0.001274483580314012,0.1145429477420913,0.2040489879523881,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,257,5,17.850000000000001,20,0.89250000000000007,1,10,0.0012744763840782936,0.114542109051332,0.20370070931881373,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,258,5,17.899999999999999,20,0.89499999999999991,1,10,0.0012744693109224547,0.11454129832823003,0.20335513051960818,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,458,5,27.900000000000002,20,1.395,1,10,0.0012744711678891463,0.11454156633070842,0.16457183296684322,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,459,5,27.950000000000003,20,1.3975000000000002,1,10,0.0012744711862211489,0.11454156861470068,0.16446283415672761,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,0.0001,512,5,30.600000000000001,20,1.53,1,10,0.0012744693596830059,0.11454138580351857,0.15929518353808225,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,257.58830520700411,257,1
11,0.050000000000000003,0.050000000000000003,5500,1.0000000000000001e-05,0,40,40,40,1,1,40,0.046806446546994396,1.0785891330868336,1.0785891330868336,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,458.06397941643729,458,1
11,0.050000000000000003,0.050000000000000003,5500,1.0000000000000001e-05,1,40,40.049999999999997,40,1.00125,1,40,0.034799894727588931,0.99792018691133411,23.028489239248362,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,458.06397941643729,458,1
11,0.050000000000000003,0.050000000000000003,5500,1.0000000000000001e-05,2,40,40.100000000000001,40,1.0024999999999999,1,40,0.027825306264771532,0.9328150159204095,11.57151530918607,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,458.06397941643729,458,1
11,0.050000000000000003,0.050000000000000003,5500,1.0000000000000001e-05,4,40,40.200000000000003,40,1.0050000000000001,1,40,0.016489133253527521,0.79139664838831425,5.8430283441549236,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,458.06397941643729,458,1
11,0.050000000000000003,0.050000000000000003,5500,1.0000000000000001e-05,8,22,22.399999999999999,40,0.55999999999999994,1,22,0.0056608203017695091,0.54643624100121102,2.9787848616393497,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,458.06397941643729,458,1
11,0.050000000000000003,0.050000000000000003,5500,1.0000000000000001e-05,16,20,20.800000000000001,40,0.52000000000000002,1,20,0.0019593387227043735,0.24808699838323092,1.5466631203815631,1.1102161353297644,1.0481290031906361,0.01,1.0873419847173953,1.0785891330868336,0.11454137912377643,458.06397941643729,458,1
